YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2017,2017,NM,New Mexico,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,18,18,,,13.5,23.5,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC1_1,CRDPREV,RACE,AIAN
2011,2011,NE,Nebraska,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-99.36572062299967 41.6410409880005),,31,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2011,2011,OH,Ohio,NVSS,Alcohol,Chronic liver disease mortality,,,Number,1145,1145,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-82.40426005599966 40.06021014100048),,39,ALC,ALC6_0,NMBR,RACE,WHT
2017,2017,FL,Florida,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,21.3,21.3,,,20.4,22.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC6_0,CRDRATE,RACE,WHT
2018,2018,OK,Oklahoma,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,37,37,,,30.5,43.5,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2018,2018,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,,Number,213,213,,,,,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,NMBR,OVERALL,OVR
2015,2015,DC,District of Columbia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-77.036871 38.907192),,11,ALC,ALC6_0,CRDRATE,RACE,AIAN
2017,2017,MD,Maryland,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.8,10.8,,,9.6,11.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC6_0,CRDRATE,RACE,WHT
2013,2013,AR,Arkansas,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-92.27449074299966 34.74865012400045),,5,ALC,ALC1_2,CRDPREV,RACE,OTH
2019,2019,NE,Nebraska,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-99.36572062299967 41.6410409880005),,31,ALC,ALC2_1,CRDPREV,RACE,BLK
2017,2017,NV,Nevada,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,7.2,7.2,,,4.5,11,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC6_0,CRDRATE,RACE,API
2016,2016,UT,Utah,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,26.7,26.7,,,24,29.6,Overall,Overall,,,,,POINT (-111.58713063499971 39.360700171000474),,49,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2014,2014,ME,Maine,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,8.7,8.7,,,6.6,11.2,Gender,Female,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC6_0,CRDRATE,GENDER,GENF
2014,2014,NY,New York,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,5.7,5.7,,,4.8,6.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC6_0,CRDRATE,RACE,BLK
2017,2017,NV,Nevada,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,13.4,13.4,,,10,17.7,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC2_1,CRDPREV,RACE,WHT
2011,2011,HI,Hawaii,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-157.85774940299973 21.304850435000446),,15,ALC,ALC6_0,CRDRATE,RACE,HIS
2020,2020,FL,Florida,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13,13,,,12.5,13.4,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC6_0,AGEADJRATE,OVERALL,OVR
2019,2019,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,CRDRATE,RACE,AIAN
2018,2018,CA,California,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.9,9.9,,,8.7,11.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.99999953799971 37.63864012300047),,6,ALC,ALC6_0,AGEADJRATE,RACE,BLK
2014,2014,NY,New York,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,38.2,38.2,,,33.5,43.2,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC1_2,CRDPREV,RACE,HIS
2014,2014,MN,Minnesota,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-94.79420050299967 46.35564873600049),,27,ALC,ALC6_0,NMBR,RACE,API
2015,2015,CT,Connecticut,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.2,10.2,,,9.1,11.2,Overall,Overall,,,,,POINT (-72.64984095199964 41.56266102000046),,9,ALC,ALC6_0,CRDRATE,OVERALL,OVR
2017,2017,MD,Maryland,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.8,10.8,,,9.6,12,Gender,Male,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC6_0,CRDRATE,GENDER,GENM
2019,2019,SD,South Dakota,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC1_2,CRDPREV,RACE,OTH
2013,2013,VT,Vermont,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-72.51764079099962 43.62538123900049),,50,ALC,ALC1_1,CRDPREV,RACE,BLK
2018,2018,NE,Nebraska,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,30.8,30.8,,,26.3,35.7,Race/Ethnicity,Hispanic,,,,,POINT (-99.36572062299967 41.6410409880005),,31,ALC,ALC1_2,CRDPREV,RACE,HIS
2019,2019,AK,Alaska,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,57.8,57.8,,,48.4,66.7,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),,2,ALC,ALC1_2,CRDPREV,RACE,MRC
2020,2020,LA,Louisiana,NVSS,Alcohol,Chronic liver disease mortality,,,Number,231,231,,,,,Gender,Female,,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC6_0,NMBR,GENDER,GENF
2020,2020,DC,District of Columbia,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,41.9,41.9,,,35.1,49,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.036871 38.907192),,11,ALC,ALC1_2,CRDPREV,RACE,BLK
2011,2011,MS,Mississippi,NVSS,Alcohol,Chronic liver disease mortality,,,Number,339,339,,,,,Overall,Overall,,,,,POINT (-89.53803082499968 32.745510099000455),,28,ALC,ALC6_0,NMBR,OVERALL,OVR
2011,2011,AZ,Arizona,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),,4,ALC,ALC6_0,AGEADJRATE,RACE,BLK
2019,2019,NY,New York,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,11.5,11.5,,,10.9,12.2,Gender,Male,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC6_0,CRDRATE,GENDER,GENM
2012,2012,MO,Missouri,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,6.4,6.4,,,5.5,7.3,Gender,Female,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC6_0,CRDRATE,GENDER,GENF
2012,2012,PR,Puerto Rico,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-66.590149 18.220833),,72,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2014,2014,US,United States,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,44.2,44.2,,,41.9,46.5,Race/Ethnicity,"Black, non-Hispanic",,,,,,,59,ALC,ALC1_2,CRDPREV,RACE,BLK
2019,2019,FL,Florida,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.1,26.1,,,24.2,28.1,Overall,Overall,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC1_1,CRDPREV,OVERALL,OVR
2019,2019,GA,Georgia,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,0.5,0.5,,,0.1,1.6,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC2_1,CRDPREV,RACE,ASN
2020,2020,OR,Oregon,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,40,40,,,33.5,46.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC1_2,CRDPREV,RACE,BLK
2018,2018,MS,Mississippi,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-89.53803082499968 32.745510099000455),,28,ALC,ALC6_0,AGEADJRATE,RACE,HIS
2017,2017,SD,South Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-100.3735306369997 44.353130053000484),,46,ALC,ALC1_1,CRDPREV,RACE,BLK
2018,2018,AZ,Arizona,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-111.76381127699972 34.865970280000454),,4,ALC,ALC6_0,AGEADJRATE,RACE,BLK
2015,2015,ND,North Dakota,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,34.8,34.8,,,25.9,45,Race/Ethnicity,Hispanic,,,,,POINT (-100.11842104899966 47.47531977900047),,38,ALC,ALC1_1,CRDPREV,RACE,HIS
2014,2014,OR,Oregon,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.5,10.5,,,9.1,11.9,Gender,Female,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC6_0,CRDRATE,GENDER,GENF
2014,2014,LA,Louisiana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,8.3,8.3,,,6.9,9.8,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC6_0,CRDRATE,RACE,BLK
2012,2012,KY,Kentucky,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.9,6.9,,,5.9,8,Gender,Female,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC6_0,AGEADJRATE,GENDER,GENF
2010,2010,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,CRDRATE,RACE,AIAN
2020,2020,MT,Montana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,21.9,21.9,,,19.1,24.7,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),,30,ALC,ALC6_0,CRDRATE,OVERALL,OVR
2018,2018,OK,Oklahoma,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,17.7,17.7,,,16.1,19.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC6_0,CRDRATE,RACE,WHT
2017,2017,CO,Colorado,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,26.2,26.2,,,22.7,30,Overall,Overall,,,,,POINT (-106.13361092099967 38.843840757000464),,8,ALC,ALC1_1,CRDPREV,OVERALL,OVR
2015,2015,NY,New York,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC1_2,CRDPREV,RACE,AIAN
2017,2017,AL,Alabama,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-86.63186076199969 32.84057112200048),,1,ALC,ALC2_1,CRDPREV,RACE,ASN
2014,2014,SC,South Carolina,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,-,No data available,,,Overall,Overall,,,,,POINT (-81.04537120699968 33.998821303000454),,45,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2015,2015,NC,North Carolina,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-79.15925046299964 35.466220975000454),,37,ALC,ALC6_0,NMBR,RACE,API
2014,2014,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,NMBR,RACE,AIAN
2011,2011,ID,Idaho,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-114.3637300419997 43.682630005000476),,16,ALC,ALC6_0,NMBR,RACE,AIAN
2017,2017,KY,Kentucky,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,13.3,13.3,,,12.2,14.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC6_0,AGEADJRATE,RACE,WHT
2015,2015,NV,Nevada,NVSS,Alcohol,Chronic liver disease mortality,,,Number,475,475,,,,,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC6_0,NMBR,OVERALL,OVR
2015,2015,MO,Missouri,NVSS,Alcohol,Chronic liver disease mortality,,,Number,220,220,,,,,Gender,Female,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC6_0,NMBR,GENDER,GENF
2019,2019,ME,Maine,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC6_0,NMBR,RACE,API
2015,2015,MN,Minnesota,NVSS,Alcohol,Chronic liver disease mortality,,,Number,23,23,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-94.79420050299967 46.35564873600049),,27,ALC,ALC6_0,NMBR,RACE,BLK
2019,2019,VA,Virginia,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,13.9,13.9,,,8.7,21.5,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),,51,ALC,ALC1_1,CRDPREV,RACE,ASN
2011,2011,OK,Oklahoma,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC6_0,CRDRATE,RACE,BLK
2013,2013,OK,Oklahoma,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-97.52107021399968 35.47203135600046),,40,ALC,ALC6_0,NMBR,RACE,API
2018,2018,NY,New York,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.3,10.3,,,9.7,10.9,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC6_0,CRDRATE,RACE,WHT
2019,2019,AK,Alaska,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,12.5,12.5,,,9.5,16.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-147.72205903599973 64.84507995700051),,2,ALC,ALC6_0,CRDRATE,RACE,WHT
2020,2020,MI,Michigan,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,18.2,18.2,,,17.2,19.1,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC6_0,CRDRATE,RACE,WHT
2015,2015,AZ,Arizona,NVSS,Alcohol,Chronic liver disease mortality,,,Number,717,717,,,,,Gender,Male,,,,,POINT (-111.76381127699972 34.865970280000454),,4,ALC,ALC6_0,NMBR,GENDER,GENM
2018,2018,NY,New York,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-75.54397042699964 42.82700103200045),,36,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2011,2011,LA,Louisiana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9.9,9.9,,,8.7,11,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-92.44568007099969 31.31266064400046),,22,ALC,ALC6_0,CRDRATE,RACE,WHT
2014,2014,NH,New Hampshire,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,"Other, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC1_2,CRDPREV,RACE,OTH
2019,2019,NM,New Mexico,NVSS,Alcohol,Chronic liver disease mortality,,,Number,594,594,,,,,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),,35,ALC,ALC6_0,NMBR,OVERALL,OVR
2015,2015,MO,Missouri,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC1_2,CRDPREV,RACE,AIAN
2013,2013,DE,Delaware,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,12.7,12.7,,,9.6,16.5,Gender,Male,,,,,POINT (-75.57774116799965 39.008830667000495),,10,ALC,ALC6_0,CRDRATE,GENDER,GENM
2015,2015,NH,New Hampshire,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,9.6,9.6,,,8,11.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),,33,ALC,ALC6_0,AGEADJRATE,RACE,WHT
2010,2010,KY,Kentucky,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-84.77497104799966 37.645970271000465),,21,ALC,ALC6_0,AGEADJRATE,RACE,API
2010,2010,FL,Florida,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,17.6,17.6,,,16.7,18.5,Gender,Male,,,,,POINT (-81.92896053899966 28.932040377000476),,12,ALC,ALC6_0,CRDRATE,GENDER,GENM
2016,2016,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,,Number,197,197,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,NMBR,RACE,BLK
2013,2013,IN,Indiana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC6_0,AGEADJRATE,RACE,AIAN
2013,2013,GA,Georgia,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,32.7,32.7,,,27.6,38.2,Overall,Overall,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC1_2,CRDPREV,OVERALL,OVR
2013,2013,IA,Iowa,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Hispanic,,,,,POINT (-93.81649055599968 42.46940091300047),,19,ALC,ALC6_0,NMBR,RACE,HIS
2019,2019,MA,Massachusetts,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,44,44,,,37.7,50.6,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-72.08269067499964 42.27687047000046),,25,ALC,ALC1_2,CRDPREV,RACE,API
2011,2011,NV,Nevada,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC6_0,NMBR,RACE,API
2014,2014,DC,District of Columbia,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.3,10.3,,,7.1,14.5,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-77.036871 38.907192),,11,ALC,ALC6_0,CRDRATE,RACE,BLK
2020,2020,OR,Oregon,NVSS,Alcohol,Chronic liver disease mortality,,,Number,72,72,,,,,Race/Ethnicity,Hispanic,,,,,POINT (-120.15503132599969 44.56744942400047),,41,ALC,ALC6_0,NMBR,RACE,HIS
2015,2015,MD,Maryland,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,12.9,12.9,,,10.9,15.3,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC1_1,CRDPREV,RACE,ASN
2019,2019,MD,Maryland,NVSS,Alcohol,Chronic liver disease mortality,,,Number,210,210,,,,,Gender,Female,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC6_0,NMBR,GENDER,GENF
2012,2012,MO,Missouri,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,Asian or Pacific Islander,,,,,POINT (-92.56630005299968 38.635790776000476),,29,ALC,ALC6_0,AGEADJRATE,RACE,API
2016,2016,IN,Indiana,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,10.8,10.8,,,8.5,13.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-86.14996019399968 39.766910452000445),,18,ALC,ALC6_0,CRDRATE,RACE,BLK
2013,2013,NV,Nevada,YRBSS,Alcohol,Binge drinking prevalence among youth,,%,Crude Prevalence,18.7,18.7,,,14.8,23.3,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),,32,ALC,ALC2_1,CRDPREV,OVERALL,OVR
2011,2011,AR,Arkansas,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Age-adjusted Rate,6.3,6.3,,,5.1,7.5,Gender,Female,,,,,POINT (-92.27449074299966 34.74865012400045),,5,ALC,ALC6_0,AGEADJRATE,GENDER,GENF
2016,2016,US,United States,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,48.6,48.6,,,44.5,52.8,Race/Ethnicity,American Indian or Alaska Native,,,,,,,59,ALC,ALC1_2,CRDPREV,RACE,AIAN
2011,2011,ME,Maine,NVSS,Alcohol,Chronic liver disease mortality,,,Number,154,154,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-68.98503133599962 45.254228894000505),,23,ALC,ALC6_0,NMBR,RACE,WHT
2015,2015,MI,Michigan,YRBSS,Alcohol,Alcohol use among youth,,%,Crude Prevalence,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-84.71439026999968 44.6613195430005),,26,ALC,ALC1_1,CRDPREV,RACE,AIAN
2016,2016,MD,Maryland,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,29.3,29.3,,,22.8,36.7,Race/Ethnicity,Hispanic,,,,,POINT (-76.60926011099963 39.29058096400047),,24,ALC,ALC1_2,CRDPREV,RACE,HIS
2012,2012,IL,Illinois,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,9.2,9.2,,,8.7,9.8,Overall,Overall,,,,,POINT (-88.99771017799969 40.48501028300046),,17,ALC,ALC6_0,CRDRATE,OVERALL,OVR
2018,2018,NC,North Carolina,NVSS,Alcohol,Chronic liver disease mortality,,"cases per 100,000",Crude Rate,16,16,,,14.9,17.1,Gender,Male,,,,,POINT (-79.15925046299964 35.466220975000454),,37,ALC,ALC6_0,CRDRATE,GENDER,GENM
2020,2020,VA,Virginia,PRAMS,Alcohol,Alcohol use before pregnancy,,%,Crude Prevalence,46.3,46.3,,,34.8,58.1,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-78.45789046299967 37.54268067400045),,51,ALC,ALC1_2,CRDPREV,RACE,BLK
2020,2020,GA,Georgia,NVSS,Alcohol,Chronic liver disease mortality,,,Number,,,~,Data not shown because of too few respondents or cases,,,Race/Ethnicity,American Indian or Alaska Native,,,,,POINT (-83.62758034599966 32.83968109300048),,13,ALC,ALC6_0,NMBR,RACE,AIAN
